CUSIP,Security Name,Mtge Orig Amt,Cpn,Mtge Factor,Current WAL,Issue Date,Original WAL,Issuer,Mortgage Loan Margin
83164JVC7,SBA 507811,36967390.55,7,0.061906941,4.5931,8/1/2006,,SUNTRUST BANK,-1
83164JVJ2,SBA 507817,9171739.6,5.35,0.042634018,4.4555,8/1/2006,,"VINING-SPARKS IBG, L.P.",-2.65
83164JU20,SBA 507801,5018227.03,7.58,0.033926544,4.6245,8/1/2006,,"ZB, NATIONAL ASSOCIATION",-0.42
83164JVF0,SBA 507814,17244068.16,6.7,0.058298133,1.6138,8/1/2006,,"BEAR, STEARNS & CO., INC.",-1.3
83164JU87,SBA 507807,4597437.01,5.38,0.025124083,2.6367,8/1/2006,,"MORGAN KEEGAN & COMPANY, INC.",-2.62
83164JVH6,SBA 507816,12463679.98,5.375,0.135942305,4.6006,8/1/2006,,CANTOR FITZGERALD & CO.,-2.625
83164JUZ7,SBA 507800,10640602.13,7.875,0.058167542,4.6405,8/1/2006,,"ZB, NATIONAL ASSOCIATION",-0.125
83164JVW3,SBA 507829,11419629.66,5.33,0.073320825,4.4541,8/1/2006,,SIGNATURE BANK,-2.67
83164JVM5,SBA 507820,9075429.76,7.33,0.006974433,1.2677,8/1/2006,,SUNTRUST BANK,-0.67
83164JS80,SBA 507743,7064976.74,7.8,0.045172902,2.3434,7/1/2006,,"ZB, NATIONAL ASSOCIATION",-0.2
83164JUJ3,SBA 507785,6233262.96,5.33,0.035594983,4.4063,7/1/2006,,SUNTRUST BANK,-2.67
83164JUN4,SBA 507789,10512461.24,5.4,0.132342498,4.4579,7/1/2006,,"VINING-SPARKS IBG, L.P.",-2.6
83164JUF1,SBA 507782,18966255.79,7.23,0.112640251,3.3335,7/1/2006,,COASTAL SECURITIES,-0.77
83164JUT1,SBA 507794,14647739.23,5.38,0.037725257,3.5578,7/1/2006,,"MORGAN KEEGAN & COMPANY, INC.",-2.62
83164JTX4,SBA 507766,3428804,5.325,0.16301325,4.4538,7/1/2006,,SIGNATURE BANK,-2.675
83164JUA2,SBA 507777,11503546.46,7.125,0.07045757,1.534,7/1/2006,,COASTAL SECURITIES,-0.875
83164JTV8,SBA 507764,14375326.88,7.83,0.119554337,4.5874,7/1/2006,,"ZB, NATIONAL ASSOCIATION",-0.17
83164JTY2,SBA 507767,17288686.84,6,0.091881134,4.3929,7/1/2006,,SIGNATURE BANK,-2
83164JUG9,SBA 507783,14548707.65,7.23,0.011447223,2.21,7/1/2006,,COASTAL SECURITIES,-0.77
83164JT48,SBA 507771,12695793.88,5.55,0.120327466,2.2851,7/1/2006,,SIGNATURE BANK,-2.45
83164JTA4,SBA 507745,10031825.76,6.55,0.016814006,2.8445,6/1/2006,,"MORGAN KEEGAN & COMPANY, INC.",-1.45
83164JTB2,SBA 507746,10245810.22,5.375,0.125797745,4.5525,6/1/2006,,"MORGAN KEEGAN & COMPANY, INC.",-2.625
83164JTP1,SBA 507758,21783989.84,7.33,0.122151057,4.5109,6/1/2006,,COASTAL SECURITIES,-0.67
83164JSY3,SBA 507735,8883372.8,6,0.03243936,3.8165,6/1/2006,,COASTAL SECURITIES,-2
83164JSZ0,SBA 507736,6415666.86,5.325,0.026408842,4.406,6/1/2006,,SIGNATURE BANK,-2.675
83164JTC0,SBA 507747,6523921.96,6,0.082323315,3.0638,6/1/2006,,COASTAL SECURITIES,-2
83164JSH0,SBA 507720,20454233.84,6.5,0.15417818,4.3696,5/1/2006,,"VINING-SPARKS IBG, L.P.",-1.5
83164JSC1,SBA 507715,5493219.85,5.325,0.066211867,4.3582,5/1/2006,,"MORGAN KEEGAN & COMPANY, INC.",-2.675
83164JRR9,SBA 507696,7864500,7.83,0.080675622,0.6252,5/1/2006,,"ZB, NATIONAL ASSOCIATION",-0.17
83164JRV0,SBA 507700,11023384.92,7.33,0.141330315,4.461,5/1/2006,,"ZB, NATIONAL ASSOCIATION",-0.67
83164JSF4,SBA 507718,3159233.25,6,0.041473234,4.3445,5/1/2006,,PENSON FINANCIAL SERVICES INC,-2
83164JST4,SBA 507730,10197457.85,7.33,0.102726453,4.4112,5/1/2006,,SUNTRUST BANK,-0.67
83164JR57,SBA 507708,13351418.34,5.4,0.080961486,4.1238,5/1/2006,,"MORGAN KEEGAN & COMPANY, INC.",-2.6
83164JSS6,SBA 507729,22589016.12,7.875,0.023402496,2.6845,5/1/2006,,SUNTRUST BANK,-0.125
83164JSP2,SBA 507726,12866601.74,5.625,0.121885944,4.4218,5/1/2006,,CANTOR FITZGERALD & CO.,-2.375
83164JRT5,SBA 507698,8244039.21,7.33,0.120294014,4.4115,5/1/2006,,"ZB, NATIONAL ASSOCIATION",-0.67
83164JRZ1,SBA 507704,10356598.65,5.625,0.106562487,4.278,5/1/2006,,SIGNATURE BANK,-2.375
83164JR73,SBA 507710,20089634.28,6.5,0.034747055,4.4186,5/1/2006,,"MORGAN KEEGAN & COMPANY, INC.",-1.5
83164JR99,SBA 507712,4982759.78,5.325,0.04933223,3.743,5/1/2006,,SIGNATURE BANK,-2.675
83164JRS7,SBA 507697,10868855.29,7.875,0.112722795,4.4383,5/1/2006,,"ZB, NATIONAL ASSOCIATION",-0.125
83164JRW8,SBA 507701,7505148.89,5.325,0.081585431,4.3582,5/1/2006,,SIGNATURE BANK,-2.675
83164JRB4,SBA 507682,10366935.01,5.4,0.037816182,1.4338,4/1/2006,,"MORGAN KEEGAN & COMPANY, INC.",-2.6
83164JQ90,SBA 507680,12777258.89,6.75,0.03625599,1.8089,4/1/2006,,"VINING-SPARKS IBG, L.P.",-1.25
83164JRE8,SBA 507685,8174452.23,6.75,0.11266831,3.462,4/1/2006,,"VINING-SPARKS IBG, L.P.",-1.25
83164JQ41,SBA 507675,20274658.28,5.355,0.074425007,2.1177,4/1/2006,,"MORGAN KEEGAN & COMPANY, INC.",-2.645
83164JQL3,SBA 507659,14696951.24,7.33,0.141487248,3.1931,4/1/2006,,"ZB, NATIONAL ASSOCIATION",-0.67
83164JQP4,SBA 507662,11367854.92,7.875,0.095031855,0.7677,4/1/2006,,"ZB, NATIONAL ASSOCIATION",-0.125
83164JQW9,SBA 507669,16876640.71,5.625,0.018209965,4.3256,4/1/2006,,SIGNATURE BANK,-2.375
83164JQT6,SBA 507666,3073738.51,5.35,0.0511141,4.2165,4/1/2006,,SIGNATURE BANK,-2.65
83164JQR0,SBA 507664,11147756.31,5.375,0.061398564,0.8594,4/1/2006,,SIGNATURE BANK,-2.625
83164JRF5,SBA 507686,31952810.97,6.75,0.036697092,0.9587,4/1/2006,,"VINING-SPARKS IBG, L.P.",-1.25
83164JQN9,SBA 507661,8650905.9,7.8,0.063760528,4.4346,4/1/2006,,"ZB, NATIONAL ASSOCIATION",-0.2
83164JQY5,SBA 507671,4353271.38,5.39,0.016798654,0.7433,4/1/2006,,"MORGAN KEEGAN & COMPANY, INC.",-2.61
83164JRP3,SBA 507694,21170509.21,5.32,0.082968907,4.3103,4/1/2006,,SUNTRUST BANK,-2.68
83164JQV1,SBA 507668,9954248.61,5.325,0.039844268,4.3105,4/1/2006,,"MORGAN KEEGAN & COMPANY, INC.",-2.675
83164JQX7,SBA 507670,8724088.65,5.375,0.140148362,4.3134,4/1/2006,,"MORGAN KEEGAN & COMPANY, INC.",-2.625
83164JPJ9,SBA 507625,24538614.78,5.32,0.046162485,4.358,3/1/2006,,SUNTRUST BANK,-2.68
83164JPM2,SBA 507628,10389480.88,5.375,0.097106947,3.2323,3/1/2006,,SIGNATURE BANK,-2.625
83164JPH3,SBA 507624,11888789.79,5.3,0.009623836,4.4529,3/1/2006,,SUNTRUST BANK,-2.7
83164JP75,SBA 507646,7891632.63,5.375,0.068726781,0.9167,3/1/2006,,MATRIX CAPITAL BANK,-2.625
83164JPL4,SBA 507627,21905285.39,6.75,0.039871679,2.4782,3/1/2006,,"VINING-SPARKS IBG, L.P.",-1.25
83164JPN0,SBA 507629,13350963.77,7.875,0.030342398,4.2877,3/1/2006,,"ZB, NATIONAL ASSOCIATION",-0.125
83164JPQ3,SBA 507631,11681375.58,7.625,0.06967079,1.353,3/1/2006,,"ZB, NATIONAL ASSOCIATION",-0.375
83164JPR1,SBA 507632,9756259.36,7.83,0.075811389,4.3858,3/1/2006,,"ZB, NATIONAL ASSOCIATION",-0.17
83164JPP5,SBA 507630,7487425.31,7.8,0.169603667,4.3844,3/1/2006,,"ZB, NATIONAL ASSOCIATION",-0.2
83164JPW0,SBA 507637,14495127.69,5.325,0.086650199,4.2629,3/1/2006,,MATRIX CAPITAL BANK,-2.675
83164JQA7,SBA 507649,25304601.11,7.375,0.075102,4.2148,3/1/2006,,COASTAL SECURITIES,-0.625
83164JQD1,SBA 507652,11753874.86,5.5,0.017776362,0.4417,3/1/2006,,MATRIX CAPITAL BANK,-2.5
83164JQG4,SBA 507655,14949077.2,5.35,0.034809014,4.2169,3/1/2006,,SIGNATURE BANK,-2.65
83164JPB6,SBA 507618,18712883.57,5.38,0.043633062,4.3611,2/1/2006,,"MORGAN KEEGAN & COMPANY, INC.",-2.62
83164JNG7,SBA 507591,14739276.88,5.55,0.134894996,2.2839,2/1/2006,,SIGNATURE BANK,-2.45
83164JNE2,SBA 507589,15114378.29,5.3,0.157147647,2.9131,2/1/2006,,SIGNATURE BANK,-2.7
83164JND4,SBA 507588,2603462.88,5.3,0.13246687,3.9773,2/1/2006,,SIGNATURE BANK,-2.7
83164JNS1,SBA 507601,21530633.43,6.5,0.037349386,3.5015,2/1/2006,,"VINING-SPARKS IBG, L.P.",-1.5
83164JNZ5,SBA 507608,6641658,7.33,0.016410554,4.2622,2/1/2006,,"ZB, NATIONAL ASSOCIATION",-0.67
83164JPE0,SBA 507621,13831278.13,5.625,0.052002123,4.374,2/1/2006,,MATRIX CAPITAL BANK,-2.375
83164JN77,SBA 507614,14424730.36,5.625,0.054823418,4.2777,2/1/2006,,MATRIX CAPITAL BANK,-2.375
83164JMX1,SBA 507574,6782324.65,7.875,0.05362012,2.5439,1/1/2006,,COASTAL SECURITIES,-0.125
83164JM52,SBA 507580,40055105.46,5.32,0.070048954,2.4098,1/1/2006,,SUNTRUST BANK,-2.68
83164JM37,SBA 507578,30410601.56,7.375,0.092540381,1.485,1/1/2006,,COASTAL SECURITIES,-0.625
83164JMH6,SBA 507560,5273789.92,7.625,0.125997213,4.2262,1/1/2006,,"ZB, NATIONAL ASSOCIATION",-0.375
83164JMJ2,SBA 507561,8205925.77,7.875,0.119965185,4.2877,1/1/2006,,"ZB, NATIONAL ASSOCIATION",-0.125
83164JML7,SBA 507563,18920175.45,5.3,0.068520125,1.3445,1/1/2006,,SIGNATURE BANK,-2.7
83164JNA0,SBA 507585,6526275.86,7.765,0.03142917,1.2254,1/1/2006,,SUNTRUST BANK,-0.235
83164JMN3,SBA 507565,11724951.22,5.39,0.013862362,3.0481,1/1/2006,,"MORGAN KEEGAN & COMPANY, INC.",-2.61
83164JM86,SBA 507583,10350782.5,5.375,0.078091147,4.1705,1/1/2006,,MATRIX CAPITAL BANK,-2.625
83164JMG8,SBA 507559,16384760.23,7.7,0.085256444,1.5767,1/1/2006,,"ZB, NATIONAL ASSOCIATION",-0.3
83164JMM5,SBA 507564,16495547.12,5.375,0.059676364,1.694,1/1/2006,,SIGNATURE BANK,-2.625
83164JMT0,SBA 507570,20316478.68,5.5,0.038027553,4.1761,1/1/2006,,MATRIX CAPITAL BANK,-2.5
83164JNC6,SBA 507587,22174425.89,6.5,0.106082136,4.3207,1/1/2006,,"VINING-SPARKS IBG, L.P.",-1.5
83164JMQ6,SBA 507567,7096825.6,5.625,0.074326723,2.3691,1/1/2006,,SIGNATURE BANK,-2.375
83164JMW3,SBA 507573,14289786.19,5.3,0.06747909,4.1666,1/1/2006,,MATRIX CAPITAL BANK,-2.7
83164JMZ6,SBA 507576,72025649.3,5.375,0.068186338,3.1587,1/1/2006,,"MORGAN KEEGAN & COMPANY, INC.",-2.625
83164JLE4,SBA 507525,13152348.06,7.375,0.081918852,4.1163,12/1/2005,,"ZB, NATIONAL ASSOCIATION",-0.625
83164JLP9,SBA 507534,15083021.51,5.35,0.114442987,1.5112,12/1/2005,,SIGNATURE BANK,-2.65
83164JLJ3,SBA 507529,2843889.11,5.35,0.19180794,4.0741,12/1/2005,,SIGNATURE BANK,-2.65
83164JLL8,SBA 507531,4542338.81,7.375,0.067514486,1.8026,12/1/2005,,"SUNTRUST CAPITAL MARKETS, INC.",-0.625
83164JLZ7,SBA 507544,10714265.58,5.625,0.098121916,4.0869,12/1/2005,,"MORGAN KEEGAN & COMPANY, INC.",-2.375
83164JMC7,SBA 507555,10279198.97,7.875,0.02549224,1.1379,12/1/2005,,"MORGAN KEEGAN & COMPANY, INC.",-0.125
83164JLC8,SBA 507523,9208437.1,7.7,0.133790545,4.2296,12/1/2005,,"ZB, NATIONAL ASSOCIATION",-0.3
83164JMD5,SBA 507556,10081852.99,5.375,0.049640882,4.0282,12/1/2005,,MATRIX CAPITAL BANK,-2.625
83164JLG9,SBA 507527,19704701.84,5.35,0.111586165,4.0741,12/1/2005,,SIGNATURE BANK,-2.65
83164JLA2,SBA 507521,35263523.05,5.61,0.096817954,4.0858,11/1/2005,,"MORGAN KEEGAN & COMPANY, INC.",-2.39
83164JKV7,SBA 507508,10167166.93,7.765,0.124955635,4.4332,11/1/2005,,COASTAL SECURITIES,-0.235
83164JKN5,SBA 507501,10795792.07,6.48,0.1397912,3.9316,11/1/2005,,SIGNATURE BANK,-1.52
83164JKK1,SBA 507498,10580599.13,5.625,0.056101538,4.0392,11/1/2005,,SIGNATURE BANK,-2.375
83164JKL9,SBA 507499,11095829.47,5.3,0.051237077,4.0245,11/1/2005,,SIGNATURE BANK,-2.7
83164JKT2,SBA 507506,7161670.54,5.375,0.0357383,2.096,11/1/2005,,SIGNATURE BANK,-2.625
83164JKU9,SBA 507507,12112359.2,5.3,0.083395808,1.1815,11/1/2005,,MATRIX CAPITAL BANK,-2.7
83164JKQ8,SBA 507503,10746151.69,7.7,0.064574409,3.4339,11/1/2005,,"ZB, NATIONAL ASSOCIATION",-0.3
83164JKD7,SBA 507492,5263617.21,6.75,0.072091435,3.7017,10/1/2005,,"SUNTRUST CAPITAL MARKETS, INC.",-1.25
83164JKB1,SBA 507490,11584257.33,7.375,0.154914685,4.1159,10/1/2005,,"ZB, NATIONAL ASSOCIATION",-0.625
83164JKC9,SBA 507491,26507236.6,7.749,0.078008459,4.0827,10/1/2005,,"SUNTRUST CAPITAL MARKETS, INC.",-0.251
83164JKE5,SBA 507493,2589327.26,5.3,0.073112365,3.5553,10/1/2005,,"VINING-SPARKS IBG, L.P.",-2.7
83164JKA3,SBA 507489,17938611.63,7.75,0.08537649,4.1324,10/1/2005,,"ZB, NATIONAL ASSOCIATION",-0.25
83164JH82,SBA 507455,9719182.47,5.3,0.10287797,1.0269,9/1/2005,,MATRIX CAPITAL BANK,-2.7
83164JHW9,SBA 507445,5966856.01,5.625,0.032963683,3.9442,9/1/2005,,SIGNATURE BANK,-2.375
83164JJ31,SBA 507482,15656505.11,6.375,0.031345267,4.024,9/1/2005,,"MORGAN KEEGAN & COMPANY, INC.",-1.625
83164JHH2,SBA 507432,15283396.07,7.125,0.07377209,3.9165,9/1/2005,,"VINING-SPARKS IBG, L.P.",-0.875
83164JG59,SBA 507420,20107065.66,7.375,0.133058592,2.8589,9/1/2005,,"MORGAN KEEGAN & COMPANY, INC.",-0.625
83164JG67,SBA 507421,9421027.27,5.3,0.081397532,3.9773,9/1/2005,,SIGNATURE BANK,-2.7
83164JJ49,SBA 507483,15288355.67,7.725,0.092201193,4.082,9/1/2005,,"VINING-SPARKS IBG, L.P.",-0.275
83164JG42,SBA 507419,25515633.9,7.875,0.067978057,4.0384,9/1/2005,,MATRIX CAPITAL BANK,-0.125
83164JJ98,SBA 507488,9826714.66,7.7,0.05713806,4.0806,9/1/2005,,"ZB, NATIONAL ASSOCIATION",-0.3
83164JJV9,SBA 507476,6704131,6,0.04865739,4.0075,9/1/2005,,PENSON FINANCIAL SERVICES INC,-2
83164JJX5,SBA 507478,19260249.75,7.375,0.031006946,1.5583,9/1/2005,,"VINING-SPARKS IBG, L.P.",-0.625
83164JHD1,SBA 507428,25794420.19,7.7,0.133891434,1.7799,9/1/2005,,"SUNTRUST CAPITAL MARKETS, INC.",-0.3
83164JJJ6,SBA 507465,10683781.26,7.625,0.110490758,3.9786,9/1/2005,,COASTAL SECURITIES,-0.375
83164JF50,SBA 507388,40007589.1,6.5,0.01780256,0.5044,8/1/2005,,"MORGAN KEEGAN & COMPANY, INC.",-1.5
83164JF43,SBA 507387,6530035.17,6.5,0.064003752,1.6786,8/1/2005,,SIGNATURE BANK,-1.5
83164JGK6,SBA 507402,12511043.16,5.5,0.099749868,3.9859,8/1/2005,,MATRIX CAPITAL BANK,-2.5
83164JF27,SBA 507385,9017861.39,7.375,0.03005915,2.3624,8/1/2005,,"ZB, NATIONAL ASSOCIATION",-0.625
83164JGN0,SBA 507405,11934050.36,5.3,0.028454363,3.9301,8/1/2005,,MATRIX CAPITAL BANK,-2.7
83164JGE0,SBA 507397,14850921.39,6.48,0.127763638,3.9799,8/1/2005,,SIGNATURE BANK,-1.52
83164JGG5,SBA 507399,10274666.43,5.375,0.100298946,3.8861,8/1/2005,,SIGNATURE BANK,-2.625
83164JGP5,SBA 507406,17483826.63,7.7,0.06002173,3.4267,8/1/2005,,"SUNTRUST CAPITAL MARKETS, INC.",-0.3
83164JFD3,SBA 507364,15036166.65,6.48,0.071015661,3.9316,7/1/2005,,"SUNTRUST CAPITAL MARKETS, INC.",-1.52
83164JER3,SBA 507344,15031538.41,6.48,0.114734626,3.8354,7/1/2005,,SIGNATURE BANK,-1.52
83164JFC5,SBA 507363,11971192.26,5.36,0.093749305,3.8858,7/1/2005,,"SUNTRUST CAPITAL MARKETS, INC.",-2.64
83164JFJ0,SBA 507369,6426596.28,5.35,0.07872005,3.7443,7/1/2005,,STERLING BANK,-2.65
83164JFN1,SBA 507373,6617748.35,5.375,0.08219715,3.8864,7/1/2005,,MATRIX CAPITAL BANK,-2.625
83164JE28,SBA 507353,18591542.2,6.48,0.065634465,3.8835,7/1/2005,,"SUNTRUST CAPITAL MARKETS, INC.",-1.52
83164JET9,SBA 507346,6118078.03,7.625,0.06642764,3.9293,7/1/2005,,"ZB, NATIONAL ASSOCIATION",-0.375
83164JFM3,SBA 507372,8639770.21,5.4,0.122319919,1.6292,7/1/2005,,"SUNTRUST CAPITAL MARKETS, INC.",-2.6
83164JE85,SBA 507359,14435618.27,7.815,0.104736776,4.0855,7/1/2005,,"MORGAN KEEGAN & COMPANY, INC.",-0.185
83164JES1,SBA 507345,15011821.05,5.3,0.046734106,3.883,7/1/2005,,SIGNATURE BANK,-2.7
83164JEV4,SBA 507348,10277991.55,7.95,0.198038943,3.9919,7/1/2005,,"ZB, NATIONAL ASSOCIATION",-0.05
83164JE77,SBA 507358,10575576.77,7.375,0.096066224,3.9687,7/1/2005,,"MORGAN KEEGAN & COMPANY, INC.",-0.625
83164JE44,SBA 507355,14456411.6,5.425,0.031663976,3.841,7/1/2005,,SIGNATURE BANK,-2.575
83164JE93,SBA 507360,32954910.95,6.5,0.049114835,2.4077,7/1/2005,,"VINING-SPARKS IBG, L.P.",-1.5
83164JDC7,SBA 507299,6047731.14,5.375,0.03768398,3.6983,6/1/2005,,"VINING-SPARKS IBG, L.P.",-2.625
83164JC53,SBA 507292,5928410.34,7.82,0.093913778,1.151,6/1/2005,,"ZB, NATIONAL ASSOCIATION",-0.18
83164JDE3,SBA 507301,10741400.44,7.75,0.107171417,3.8854,6/1/2005,,"VINING-SPARKS IBG, L.P.",-0.25
83164JDK9,SBA 507306,11739744.48,7.83,0.062328366,3.9375,6/1/2005,,"MORGAN KEEGAN & COMPANY, INC.",-0.17
83164JC95,SBA 507296,7535785.54,7.375,0.137007267,3.8704,6/1/2005,,COMVEST,-0.625
83164JDB9,SBA 507298,5958536.51,7.875,0.038641012,0.8761,6/1/2005,,MATRIX CAPITAL BANK,-0.125
83164JEE2,SBA 507333,16705136.71,5.3,0.118724487,3.836,6/1/2005,,MATRIX CAPITAL BANK,-2.7
83164JDR4,SBA 507312,20310349.5,7.375,0.019907701,3.9193,6/1/2005,,"MORGAN KEEGAN & COMPANY, INC.",-0.625
83164JC61,SBA 507293,10030738.6,5.3,0.021797885,3.836,6/1/2005,,SIGNATURE BANK,-2.7
83164JEF9,SBA 507334,20283813.57,6.55,0.097125481,3.8863,6/1/2005,,STERLING BANK,-1.45
83164JB62,SBA 507261,10002899.28,5.4,0.0160257,0.3728,5/1/2005,,SIGNATURE BANK,-2.6
83164JBW5,SBA 507253,4236553.96,5.25,0.03283267,3.787,5/1/2005,,SIGNATURE BANK,-2.75
83164JCY0,SBA 507287,7981306.81,6,0.091812158,3.1072,5/1/2005,,PENSON FINANCIAL SERVICES INC,-2
83164JBR6,SBA 507248,1771523.04,5.35,0.14510421,3.744,5/1/2005,,SIGNATURE BANK,-2.65
83164JBZ8,SBA 507256,17511886.51,7.75,0.083215102,4.0332,5/1/2005,,COMVEST,-0.25
83164JCP9,SBA 507278,18425642.06,6.5,0.035347,3.8361,5/1/2005,,MATRIX CAPITAL BANK,-1.5
83164JCV6,SBA 507284,25157338.54,6.875,0.034594129,3.5614,5/1/2005,,"MORGAN KEEGAN & COMPANY, INC.",-1.125
83164JB47,SBA 507259,19952859.98,5.3,0.050101619,3.789,5/1/2005,,SIGNATURE BANK,-2.7
83164JBT2,SBA 507250,8122881.03,5.41,0.089508584,3.7933,5/1/2005,,COMVEST,-2.59
83164JBV7,SBA 507252,30337453.21,6.5,0.036163444,3.7881,5/1/2005,,"VINING-SPARKS IBG, L.P.",-1.5
83164JAR7,SBA 507216,10979846.01,5.41,0.047672477,1.4978,4/1/2005,,"VINING-SPARKS IBG, L.P.",-2.59
83164JAZ9,SBA 507224,2400248.6,5.41,0.04410279,3.0489,4/1/2005,,SIGNATURE BANK,-2.59
83164JAS5,SBA 507217,29969661.66,5.43,0.082981593,2.1086,4/1/2005,,"MORGAN KEEGAN & COMPANY, INC.",-2.57
83164JA63,SBA 507229,4480273.3,7.625,0.10100168,3.7332,4/1/2005,,"ZB, NATIONAL ASSOCIATION",-0.375
83164JA71,SBA 507230,8634066.98,5.41,0.045276003,3.7936,4/1/2005,,MATRIX CAPITAL BANK,-2.59
83164JAP1,SBA 507214,30016222.36,7.75,0.066800359,2.9561,4/1/2005,,COMVEST,-0.25
83164JAQ9,SBA 507215,20110882.76,5.3,0.092014204,3.6952,4/1/2005,,SIGNATURE BANK,-2.7
83164JAT3,SBA 507218,20966691.05,7.625,0.053315012,3.8311,4/1/2005,,"MORGAN KEEGAN & COMPANY, INC.",-0.375
83164JAW6,SBA 507221,6583442.4,7.86,0.03704926,3.8403,4/1/2005,,"MORGAN KEEGAN & COMPANY, INC.",-0.14
83164JA89,SBA 507231,9353603.91,5.3,0.140270208,3.789,4/1/2005,,MATRIX CAPITAL BANK,-2.7
83164H7F1,SBA 507194,14644911.58,7.625,0.014085692,2.3536,3/1/2005,,COASTAL SECURITIES,-0.375
83164H6U9,SBA 507183,13666509.77,7.375,0.012245629,3.6755,3/1/2005,,SIGNATURE BANK,-0.625
83164H7C8,SBA 507191,14516977.88,7.8,0.028359182,3.7886,3/1/2005,,COMVEST,-0.2
83164H7M6,SBA 507200,10089256.08,7.86,0.0680298,3.7908,3/1/2005,,"MORGAN KEEGAN & COMPANY, INC.",-0.14
83164H6Z8,SBA 507188,5800004.34,6,0.113335648,3.7214,3/1/2005,,PENSON FINANCIAL SERVICES INC,-2
83164H6W5,SBA 507185,10069851.25,5.41,0.099660524,3.6993,3/1/2005,,"VINING-SPARKS IBG, L.P.",-2.59
83164JAG1,SBA 507207,12129035.28,5.3,0.066650472,3.6952,3/1/2005,,MATRIX CAPITAL BANK,-2.7
83164H5Y2,SBA 507163,6858403.29,5.375,0.052489747,3.6515,2/1/2005,,MATRIX CAPITAL BANK,-2.625
83164H5L0,SBA 507151,8842475.53,5.425,0.003300985,0.4761,2/1/2005,,SIGNATURE BANK,-2.575
83164H5Q9,SBA 507155,6277358.4,7.375,0.12814099,3.627,2/1/2005,,COASTAL SECURITIES,-0.625
83164H5C0,SBA 507143,29389828.47,7.875,0.085363633,3.7423,2/1/2005,,"ZB, NATIONAL ASSOCIATION",-0.125
83164H5J5,SBA 507149,19933723.42,5.3,0.050831883,3.6017,2/1/2005,,SIGNATURE BANK,-2.7
83164H5W6,SBA 507161,8888619.89,6,0.086201707,3.674,2/1/2005,,STERLING BANK,-2
83164H6M7,SBA 507176,10654300.12,8.015,0.03261424,0.8744,2/1/2005,,COASTAL SECURITIES,0.015
83164H6Q8,SBA 507179,10146480,5.41,0.108470761,2.8865,2/1/2005,,"VINING-SPARKS IBG, L.P.",-2.59
83164H3Y4,SBA 507115,11536227.62,7.857,0.074776099,3.6926,2/1/2005,,COMVEST,-0.143
83164H4Y3,SBA 507139,7372397.98,6,0.049055233,1.9178,1/1/2005,,PENSON FINANCIAL SERVICES INC,-2
83164H4H0,SBA 507124,25111059.35,5.41,0.044913628,3.5588,1/1/2005,,"VINING-SPARKS IBG, L.P.",-2.59
83164H4B3,SBA 507118,34286746.45,5.45,0.030877211,2.7921,1/1/2005,,MATRIX CAPITAL / NBC CAPITAL,-2.55
83164H4X5,SBA 507138,5822189.61,5.425,0.084790902,3.6064,1/1/2005,,STERLING BANK,-2.575
83164H3H1,SBA 507100,9824449.78,7.95,0.095847814,3.6471,1/1/2005,,"ZB, NATIONAL ASSOCIATION",-0.05
83164H3K4,SBA 507102,21079123.5,5.3,0.030093686,3.3433,1/1/2005,,SIGNATURE BANK,-2.7
83164H3Z1,SBA 507116,10009033.07,5.375,0.06422321,1.0516,1/1/2005,,MATRIX CAPITAL BANK,-2.625
83164H4A5,SBA 507117,5496956.33,5.375,0.05004698,0.7662,1/1/2005,,MATRIX CAPITAL BANK,-2.625
83164H4C1,SBA 507119,26532815.15,5.3,0.00997921,3.6017,1/1/2005,,MATRIX CAPITAL BANK,-2.7
83164H3J7,SBA 507101,2201147.93,5.35,0.03713215,3.5101,1/1/2005,,SIGNATURE BANK,-2.65
83164H3P3,SBA 507106,6502410.09,6.875,0.032919186,1.9996,1/1/2005,,"ZB, NATIONAL ASSOCIATION",-1.125
83164H3T5,SBA 507110,58238828.28,7.765,0.097567803,3.6893,1/1/2005,,"MORGAN KEEGAN & COMPANY, INC.",-0.235
83164H4W7,SBA 507137,5532226.91,5.425,0.122536127,3.6061,1/1/2005,,STERLING BANK,-2.575
83164H2B5,SBA 507070,15363265.19,5.425,0.029864448,3.5597,12/1/2004,,"MORGAN KEEGAN & COMPANY, INC.",-2.575
83164H2T6,SBA 507086,9528550.78,5.41,0.029094992,0.7855,12/1/2004,,"VINING-SPARKS IBG, L.P.",-2.59
83164H2W9,SBA 507089,13592751.89,7.875,0.022605783,3.8899,12/1/2004,,"MORGAN KEEGAN & COMPANY, INC.",-0.125
83164H2G4,SBA 507075,22526863.14,5.375,0.037298947,3.5646,12/1/2004,,MATRIX CAPITAL BANK,-2.625
83164H2L3,SBA 507079,9593693.91,6,0.066216202,0.9376,12/1/2004,,PENSON FINANCIAL SERVICES INC,-2
83164H2K5,SBA 507078,16295156.79,5.375,0.135356992,3.5109,12/1/2004,,"MORGAN KEEGAN & COMPANY, INC.",-2.625
83164HY38,SBA 507030,25551835.39,5.3,0.075367048,3.4154,11/1/2004,,SIGNATURE BANK,-2.7
83164HZR4,SBA 507052,5162153.41,8.125,0.02158886,1.1387,11/1/2004,,FIRST MATRIX INVESTMENT SERVIC,0.125
